asn,network_provider,domain,route,type,country
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.25.8.0/22,hosting,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.242.0/23,hosting,124
AS135161,GMO-Z com NetDesign Holdings Co.,gmo.jp,150.95.30.0/23,isp,131
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.116.0/23,hosting,124
AS8075,Microsoft Corporation,microsoft.com,23.100.0.0/15,hosting,130
AS15802,Emirates Integrated Telecommunications Company PJSC (EITC-DU),du.ae,94.205.128.0/19,isp,137
AS8075,Microsoft Corporation,microsoft.com,137.116.0.0/15,hosting,211
AS38264,National WiMAX/IMS environment,wateen.com,110.37.204.0/22,isp,145
AS6471,ENTEL CHILE S.A.,entel.cl,186.10.245.0/24,isp,168
AS33363,Charter Communications Inc,spectrum.com,97.68.0.0/16,isp,211
AS17621,China Unicom Shanghai network,mychinaunicom.com,140.206.32.0/19,isp,124
AS23724, China Telecommunications Corporation,None,103.235.224.0/22,hosting,124
AS16276,OVH SAS,ovh.com,51.81.0.0/17,hosting,211
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,36.90.0.0/16,isp,132
AS8075,Microsoft Corporation,microsoft.com,40.64.0.0/10,hosting,183
AS8075,Microsoft Corporation,microsoft.com,138.91.0.0/16,hosting,211
AS8075,Microsoft Corporation,microsoft.com,52.224.0.0/11,hosting,250
AS8075,Microsoft Corporation,microsoft.com,52.136.0.0/13,hosting,182
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.148.0/23,hosting,124
AS5384,Emirates Telecommunications Corporation,etisalat.com,83.110.128.0/18,isp,137
AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,206
AS8075,Microsoft Corporation,microsoft.com,52.148.0.0/14,hosting,130
AS8075,Microsoft Corporation,microsoft.com,52.136.0.0/13,hosting,128
AS17670,PT.Infokom Elektrindo,infokom.id,202.147.192.0/24,isp,132
AS14061,DigitalOcean,digitalocean.com,68.183.224.0/20,hosting,130
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,123.206.110.0/23,hosting,124
AS8075,Microsoft Corporation,microsoft.com,52.136.0.0/13,hosting,175
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.100.0/22,hosting,124
AS45820,Tata Teleservices ISP AS,tatateleservices.com,111.93.10.0/24,isp,128
AS44066,First Colo GmbH,first-colo.net,91.218.66.0/24,isp,177
AS4134,Jin-rong Street,None,222.90.0.0/15,isp,124
AS8075,Microsoft Corporation,microsoft.com,51.136.0.0/15,hosting,182
AS42183,NET 360 S.A.R.L,net360.email,185.82.99.0/24,isp,183
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,218.61.0.0/16,isp,124
AS14061,DigitalOcean,digitalocean.com,159.65.176.0/20,hosting,211
AS59078,Yunify Technologies Inc.,cnnic.cn,139.198.176.0/21,hosting,124
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.69.195.0/24,isp,133
AS262545,Mandic S.A.,mandic.com.br,187.191.96.0/22,hosting,166
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,124.128.0.0/13,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,140.143.220.0/22,hosting,124
AS8075,Microsoft Corporation,microsoft.com,104.40.0.0/13,hosting,166
AS3352,TELEFONICA DE ESPANA,telefonica.com,80.30.0.0/16,isp,184
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,111.231.18.0/23,hosting,124
AS53123,Power Telecomunicacoes Ltda. - ME,powertelecom.net.br,187.111.192.0/24,isp,166
AS12252,America Movil Peru S.A.C.,claro.com.pe,190.223.0.0/19,isp,171
AS15169,Google LLC,google.com,35.196.0.0/15,hosting,130
AS8075,Microsoft Corporation,microsoft.com,40.64.0.0/10,hosting,137
AS8075,Microsoft Corporation,microsoft.com,51.107.0.0/16,hosting,188
AS14061,DigitalOcean,digitalocean.com,207.154.240.0/20,hosting,177
AS24309,Atria Convergence Technologies Pvt. Ltd.Broadband Internet Service Provider INDIA,actcorp.in,106.51.240.0/22,isp,128
AS8075,Microsoft Corporation,microsoft.com,52.136.0.0/13,hosting,210
AS24961,myLoc managed IT AG,myloc.de,194.15.36.0/24,hosting,177
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.69.77.0/24,isp,133
AS7552,Viettel Group,viettel.com.vn,115.74.227.0/24,isp,133
AS4795,INDOSATM2ASN,indosatm2.com,182.30.0.0/16,isp,132
AS17623,China Unicom Shenzen network,chinaunicom.com,58.250.44.0/24,isp,124
AS8075,Microsoft Corporation,microsoft.com,168.62.0.0/15,hosting,182
AS135377,UCloud (HK) Holdings Group Limited,ucloud.cn,152.32.161.0/24,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,212.64.16.0/20,isp,124
AS3462,Data Communication Business Group,cht.com.tw,59.125.0.0/17,isp,127
AS3215,Orange S.A.,orange.com,90.127.0.0/16,isp,175
AS14061,DigitalOcean,digitalocean.com,69.55.54.0/23,hosting,211
AS52936,ISOTELCO LTDA,None,177.185.136.0/21,isp,166
AS4134,Jin-rong Street,None,171.43.0.0/16,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.232.128.0/20,isp,124
AS45595,Pakistan Telecom Company Limited,ptcl.com.pk,39.59.0.0/16,isp,145
AS58593,Shanghai Blue Cloud Technology Co,21vbluecloud.com,40.125.128.0/17,hosting,124
AS138421,China Unicom,chinaunicom.com.hk,223.167.110.0/24,isp,124
AS8075,Microsoft Corporation,microsoft.com,20.40.0.0/13,hosting,175
AS14061,DigitalOcean,digitalocean.com,188.166.160.0/21,hosting,177
AS9498,BHARTI Airtel Ltd.,airtel.in,122.181.0.0/19,isp,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,58.87.84.0/22,hosting,124
AS45629,JasTel Network International Gateway,jastel.co.th,223.207.128.0/17,isp,131
AS8075,Microsoft Corporation,microsoft.com,23.100.0.0/15,hosting,182
AS8075,Microsoft Corporation,microsoft.com,51.124.0.0/16,hosting,182
AS7470,TRUE INTERNET Co.,trueinternet.co.th,171.103.32.0/22,isp,131
AS45899,VNPT Corp,vnptcorp.com,14.242.176.0/20,isp,133
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,60.10.0.0/16,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.128.0/22,hosting,124
AS37219,Information and Communications Technology Authority,icta.go.ke,41.76.168.0/21,gov,230
AS8151,Uninet S.A. de C.V.,pan.org.mx,189.240.0.0/18,isp,214
AS9318,,None,58.232.0.0/13,isp,125
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,140.143.228.0/22,hosting,124
AS14618,Amazon.com,amazon.com,34.192.0.0/12,hosting,211
AS51604,JSC ER-Telecom Holding,ertelecom.ru,5.166.56.0/22,isp,185
AS38553,Internet Service Provider and Data Center,dctechmicro.com,202.137.124.0/24,isp,126
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,140.143.136.0/22,hosting,124
AS35612,EOLO S.p.A.,eolo.it,128.116.128.0/17,isp,176
AS8075,Microsoft Corporation,microsoft.com,51.144.0.0/15,hosting,183
AS8075,Microsoft Corporation,microsoft.com,51.10.0.0/15,hosting,175
AS198605,AVAST Software s.r.o.,avast.com,5.62.62.0/23,isp,146
AS14061,DigitalOcean,digitalocean.com,134.209.176.0/20,hosting,183
AS19318,Interserver Inc,interserver.net,216.158.224.0/20,hosting,211
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.190.0/23,hosting,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,58.20.0.0/16,isp,124
AS45458,SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX,ais.co.th,110.49.70.0/24,isp,131
AS23724, China Telecommunications Corporation,None,120.132.68.0/22,hosting,124
AS15169,Google LLC,google.com,104.199.128.0/19,hosting,127
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,125.160.64.0/22,isp,132
AS8075,Microsoft Corporation,microsoft.com,20.184.0.0/13,hosting,250
AS39435,JSC ER-Telecom Holding,ertelecom.ru,83.167.87.0/24,isp,185
AS59019,Beijing Kingsoft Cloud Internet Technology ,cnnic.cn,120.92.40.0/21,hosting,124
AS58543,Guangdong,gd.gov.cn,121.201.64.0/18,gov,124
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,183.63.48.0/21,isp,124
AS24560,Bharti Airtel Telemedia Services,airtel.in,61.246.0.0/21,isp,128
AS4766,Korea Telecom,kt.com,210.114.0.0/18,isp,125
AS136557,Host Universal Pty Ltd,hostuniversal.com,5.253.84.0/24,isp,192
AS8075,Microsoft Corporation,microsoft.com,104.208.0.0/13,hosting,130
AS29091,ipNX Nigeria Limited,ipnxnigeria.net,41.184.36.0/23,isp,231
AS14061,DigitalOcean,digitalocean.com,45.55.64.0/19,hosting,211
AS134762,CHINANET Sichuan province Chengdu MAN network,None,43.227.64.0/22,isp,124
AS6830,Liberty Global B.V.,libertyglobal.com,89.132.0.0/15,isp,199
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,177.207.216.0/22,isp,166
AS57354,SYSTEMA Ltd,systema.com.gr,185.228.135.0/24,isp,185
AS25528,A1 Hrvatska d.o.o.,a1.hr,217.14.208.0/20,isp,190
AS263433,Click Telecomunicacoes e Informatica LTDA,clickenter.com.br,177.91.80.0/22,isp,166
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,191.248.96.0/19,isp,166
AS35805,JSC Silknet,silknet.com,94.43.0.0/16,isp,153
AS8075,Microsoft Corporation,microsoft.com,20.40.0.0/13,hosting,137
AS7922,Comcast Cable Communications,comcast.com,68.32.0.0/11,isp,211
AS30722,Vodafone Italia S.p.A.,vodafone.it,93.147.224.0/20,isp,176
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,218.58.0.0/15,isp,124
AS17858,,None,112.148.0.0/14,isp,125
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,140.143.128.0/22,hosting,124
AS3491,PCCW Global,pccwglobal.com,205.252.40.0/24,isp,211
AS14061,DigitalOcean,digitalocean.com,159.203.80.0/20,hosting,211
AS134764,CHINANET Guangdong province network,None,120.31.70.0/23,isp,124
AS5483,Magyar Telekom plc.,telekom.hu,81.182.0.0/15,isp,199
AS45899,VNPT Corp,vnptcorp.com,113.160.176.0/20,isp,133
AS19037,AMX Argentina S.A.,claro.com.ar,200.61.32.0/19,isp,169
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.29.2.0/23,hosting,124
AS14061,DigitalOcean,digitalocean.com,157.230.224.0/20,hosting,211
AS37963,Hangzhou Alibaba Advertising Co.,cnnic.cn,218.244.144.0/20,hosting,124
AS10796,Charter Communications Inc,spectrum.com,65.31.96.0/19,isp,211
AS25820,IT7 Networks Inc,it7.net,138.128.216.0/22,hosting,182
AS174,Cogent Communications,cogentco.com,155.235.0.0/16,isp,211
AS27947,Telconet S.A,telconet.net,186.4.224.0/19,isp,165
AS4134,Jin-rong Street,None,27.152.0.0/13,isp,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.14.0/23,hosting,124
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,36.74.76.0/22,isp,132
AS14061,DigitalOcean,digitalocean.com,167.71.128.0/20,hosting,183
AS5410,Bouygues Telecom SA,bouyguestelecom.fr,5.48.0.0/14,isp,175
AS4812,China Telecom (Group),chinatelecom-h.com,101.224.0.0/13,isp,124
AS49019,Olli Trans,ollie.com.ua,62.122.156.0/22,isp,179
AS135235,Mastek Infosystems O. Pvt. Ltd.,mastekinfosys.com,103.221.80.0/22,isp,128
AS4812,China Telecom (Group),chinatelecom-h.com,180.160.0.0/13,isp,124
AS4134,Jin-rong Street,None,183.128.0.0/11,isp,124
AS10429,TELEFONICA BRASIL S.A,telefonica.com.br,201.91.0.0/17,isp,166
AS7623,,None,122.202.48.0/22,isp,125
AS14061,DigitalOcean,digitalocean.com,159.89.112.0/20,hosting,210
AS2527,So-net Entertainment Corporation,so-net.ne.jp,118.240.0.0/15,isp,129
AS15802,Emirates Integrated Telecommunications Company PJSC (EITC-DU),du.ae,80.227.128.0/19,isp,137
AS30722,Vodafone Italia S.p.A.,vodafone.it,93.144.208.0/20,isp,176
AS14061,DigitalOcean,digitalocean.com,138.68.40.0/21,hosting,211
AS34177,CELESTE SAS,celeste.fr,94.228.176.0/20,isp,175
AS137697,CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhouJiangsu Province P.R.China.,None,58.220.56.0/24,isp,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,123.8.0.0/13,isp,124
AS134312,Digi Win Infotainment Mumbai Pvt Ltd,digiwin.in,202.72.225.0/24,isp,128
AS14061,DigitalOcean,digitalocean.com,46.101.72.0/21,hosting,183
AS4808,China Unicom Beijing Province Network,chinaunicom.com,113.208.116.0/22,isp,124
AS37002,Reunicable SAS,zeop.net,165.169.240.0/20,isp,238
AS15964,CAMTEL,camtel.cm,195.24.204.0/22,isp,241
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,212.129.144.0/20,hosting,124
AS266063,G.W. DA SILVA SERVICOS DE COMUNICACAO MULTIMIDIA -,None,45.4.104.0/22,isp,166
AS6830,Liberty Global B.V.,libertyglobal.com,77.56.0.0/15,isp,188
AS51754,Claranet Business Applications SASU,clara.net,185.7.36.0/22,isp,175
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,119.176.0.0/12,isp,124
AS21599,Cable Onda,cableonda.com,201.218.212.0/22,isp,212
AS2118,Limited Liability Company Relcom Group,relcom.ru,194.87.128.0/20,hosting,185
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.34.0/23,hosting,124
AS14061,DigitalOcean,digitalocean.com,192.241.160.0/19,hosting,211
AS14061,DigitalOcean,digitalocean.com,167.99.176.0/20,hosting,210
AS26210,AXS Bolivia S. A.,axsbolivia.com,200.105.194.0/24,isp,173
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.52.208.0/20,hosting,124
AS132203,Tencent Building, tencent.com,49.51.88.0/22,hosting,210
AS58593,Shanghai Blue Cloud Technology Co,21vbluecloud.com,42.159.128.0/18,hosting,124
AS42695,City Network Hosting AB,citynetwork.se,89.45.226.0/24,isp,187
AS7497,Computer Network Information Center,cas.cn,124.16.64.0/19,isp,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.192.0/18,hosting,124
AS37709,Cloud Temple Tunisia,cloud-temple.tn,169.255.68.0/22,isp,228
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,1.55.112.0/20,isp,133
AS28573,CLARO S.A.,claro.com.br,187.38.32.0/19,isp,166
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,221.195.0.0/16,isp,124
AS4134,Jin-rong Street,None,113.240.0.0/13,isp,124
AS4134,Jin-rong Street,None,106.110.0.0/15,isp,124
AS4812,China Telecom (Group),chinatelecom-h.com,116.228.0.0/16,isp,124
AS133115,HK Kwaifong Group Limited,lkfgroup.com,154.221.30.0/24,hosting,134
AS7552,Viettel Group,viettel.com.vn,171.240.192.0/21,isp,133
AS17621,China Unicom Shanghai network,mychinaunicom.com,140.207.0.0/16,isp,124
AS14117,Telefonica del Sur S.A.,telsur.cl,216.155.93.0/24,isp,168
AS264086,C.S TAVARES-ME,viponline.com.br,143.208.27.0/24,isp,166
AS53006,ALGAR TELECOM S/A,algartelecom.com.br,191.54.0.0/15,isp,166
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.246.0/23,hosting,124
AS14061,DigitalOcean,digitalocean.com,104.248.176.0/20,hosting,211
AS14061,DigitalOcean,digitalocean.com,178.128.48.0/20,hosting,130
AS262481,NEOREDE TELECOMUNICACAO EIRELI - EPP,neorede.com.br,143.137.73.0/24,isp,166
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.235.64.0/20,isp,124
AS265382,CIOTEC TELECOM LTDA ME,ciotec.com.br,170.254.226.0/24,hosting,166
AS23724, China Telecommunications Corporation,None,123.103.80.0/20,hosting,124
AS8376,Jordan Data Communications Company LLC,orange.com,46.185.128.0/17,isp,158
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,61.141.64.0/18,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,62.234.192.0/20,isp,124
AS4134,Jin-rong Street,None,222.184.0.0/13,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,45.40.240.0/22,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,172.81.224.0/20,hosting,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,157.0.0.0/16,isp,124
AS56019,Beijing ShuJuJia Technology Co.,cnispgroup.com,210.14.136.0/21,isp,124
AS3462,Data Communication Business Group,cht.com.tw,211.20.0.0/16,isp,127
AS58946,GRAMEEN COMMUNICATIONS,grameencommunications.org,103.26.136.0/24,business,141
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,191.31.0.0/16,isp,166
AS17754,Excellmedia,excellmedia.net,202.153.37.0/24,isp,128
AS9318,,None,180.71.0.0/16,isp,125
AS24138,China Tietong Telecommunication Corporation,chinatietong.com,223.255.16.0/20,isp,124
AS25820,IT7 Networks Inc,it7.net,138.128.208.0/21,hosting,211
AS24863,Link Egypt (Link.NET),linkegypt.com,45.240.0.0/16,isp,224
AS6429,Telmex Chile Internet S.A.,telmexchile.cl,200.27.32.0/19,isp,168
AS9534,Binariang Berhad,maxis.com.my,121.122.0.0/17,isp,136
AS21219,PRIVATE JOINT STOCK COMPANY DATAGROUP,datagroup.ua,46.164.128.0/20,isp,179
AS14868,COPEL Telecomunicacoes S.A.,copeltelecom.com,200.195.136.0/21,isp,166
AS4134,Jin-rong Street,None,61.144.0.0/15,isp,124
AS9808,Guangdong Mobile Communication Co.Ltd.,chinamobile.com,111.39.192.0/19,isp,124
AS8881,1&1 Versatel Deutschland GmbH,1und1.net,46.142.0.0/16,isp,177
AS45769,D-Vois Broadband Pvt Ltd,dvois.com,1.186.248.0/24,isp,128
AS4808,China Unicom Beijing Province Network,chinaunicom.com,61.50.64.0/18,isp,124
AS53089,IDC TELECOM EIRELLI,idctelecom.com.br,187.95.162.0/24,isp,166
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.236.0/22,hosting,124
AS8767,M-net Telekommunikations GmbH,m-net.de,93.104.0.0/16,isp,177
AS17727,PT. NAP Info Lintas Nusa,nap.net.id,202.59.166.0/24,isp,132
AS135887,Telstra Corporation,telstra.com.au,123.208.0.0/16,isp,250
AS9335,CAT Telecom Public Company Limited,cattelecom.com,122.155.16.0/20,hosting,131
AS6079,RCN,rcn.com,216.80.0.0/17,isp,211
AS24173,Netnam Company,netnam.vn,101.96.113.0/24,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.126.90.0/23,hosting,124
AS137443,Anchnet Asia Limited,anchnet.com,45.13.119.0/24,hosting,211
AS4766,Korea Telecom,kt.com,211.252.0.0/15,isp,125
AS14178,Megacable Comunicaciones de Mexico de C.V.,megacable.com.mx,201.149.20.0/22,isp,214
AS14061,DigitalOcean,digitalocean.com,138.197.208.0/20,hosting,211
AS4134,Jin-rong Street,None,113.64.0.0/11,isp,124
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,219.133.64.0/19,isp,124
AS45629,JasTel Network International Gateway,jastel.co.th,180.183.0.0/17,isp,131
AS8100,QuadraNet Enterprises LLC,quadranet.com,66.154.104.0/22,hosting,211
AS131423,Branch of Long Van System Solution JSC - Hanoi,longvan.net,103.48.192.0/22,hosting,133
AS14061,DigitalOcean,digitalocean.com,208.68.36.0/22,hosting,211
AS63646,Beijing Xiaoju Science and Technology Co.,didiglobal.com,117.51.150.0/24,isp,124
AS45899,VNPT Corp,vnptcorp.com,113.160.248.0/24,isp,133
AS25820,IT7 Networks Inc,it7.net,95.169.20.0/22,hosting,211
AS12322,Free SAS,sas.com,82.240.0.0/12,isp,175
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,62.234.80.0/20,isp,124
AS28387,Computadoras y Servicios Especiales SA de CV,None,201.131.200.0/22,isp,214
AS55947,Bangalore Broadband Network Pvt Ltd,bbnl.co.in,124.40.244.0/24,isp,128
AS58813,Dtech Limited,dtechonline.net,103.17.39.0/24,isp,141
AS32738,Hybrid Wireless Inc,hybridwireless.ca,174.138.128.0/20,isp,210
AS37054,Telecom Malagasy,telma.mg,154.126.93.0/24,isp,242
AS20845,DIGI Tavkozlesi es Szolgaltato Kft.,digi.hu,178.164.128.0/17,isp,199
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,202.104.96.0/19,isp,124
 None, None, None, None, None,141
AS12874,Fastweb SpA,fastweb.it,86.107.110.0/24,isp,176
AS4134,Jin-rong Street,None,61.160.0.0/16,isp,124
AS36351,SoftLayer Technologies Inc.,softlayer.com,103.27.79.0/24,hosting,250
AS43824,Masco Group LLC,masco-group.com,185.160.226.0/24,isp,159
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.29.134.0/23,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,123.207.136.0/21,hosting,124
AS9498,BHARTI Airtel Ltd.,airtel.in,125.16.0.0/16,isp,128
AS9335,CAT Telecom Public Company Limited,cattelecom.com,122.155.223.0/24,hosting,131
AS8075,Microsoft Corporation,microsoft.com,40.64.0.0/10,hosting,130
AS6057,Administracion Nacional de Telecomunicaciones,antel.com.uy,201.217.144.0/20,isp,170
AS45773,PERN AS Content Servie Provider Islamabad Pakistan,pern.edu.pk,111.68.98.0/24,edu,145
AS45820,Tata Teleservices ISP AS,tatateleservices.com,111.93.58.0/24,isp,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.45.176.0/20,isp,124
AS45629,JasTel Network International Gateway,jastel.co.th,110.164.128.0/17,isp,131
AS9105,TalkTalk Communications Limited,talktalkbusiness.co.uk,81.178.0.0/16,isp,183
AS20115,Charter Communications,spectrum.com,68.185.240.0/20,isp,211
AS200350,Yandex.Cloud LLC,yandex.com,84.201.184.0/22,hosting,185
AS37223,VMS.A,vm.co.mz,197.235.10.0/24,isp,243
AS4812,China Telecom (Group),chinatelecom-h.com,106.75.208.0/20,isp,124
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,125.165.96.0/21,isp,132
AS4134,Jin-rong Street,None,222.92.0.0/14,isp,124
AS26496,GoDaddy.com,godaddy.com,148.72.208.0/21,hosting,130
AS24309,Atria Convergence Technologies Pvt. Ltd.Broadband Internet Service Provider INDIA,actcorp.in,106.51.64.0/19,isp,128
